url,status,canonical,title,description,main_text_words
https://artka.dev/en/courses/claude-code-guide/01-introduction/,200,https://artka.dev/en/courses/claude-code-guide/01-introduction/,"1. 01. What is Claude Code: harness, agent loop, and your place in it — Claude Code Guide | artka.dev","Claude Code is a harness around an LLM, not the model itself. The model decides which tool to call; the harness executes it, returns the result, and runs the agent loop until the final answer.",742
https://artka.dev/en/courses/claude-code-guide/02-context-and-cache/,200,https://artka.dev/en/courses/claude-code-guide/02-context-and-cache/,2. 02. Context window and prompt cache — Claude Code Guide | artka.dev,"Context window is both money and quality. Opus/Sonnet 4.6 standard — 200k tokens; 1M available via alias opus[1m]/sonnet[1m]. Prompt cache cuts the bill 10x, but lives only 5 minutes by default.",1373
https://artka.dev/en/courses/claude-code-guide/03-claude-md/,200,https://artka.dev/en/courses/claude-code-guide/03-claude-md/,"3. 03. CLAUDE.md: levels, imports, auto-memory — Claude Code Guide | artka.dev","CLAUDE.md is a ""paste this every time"" in a nice wrapper: an automatic prefix for each session. It has five levels (managed, user, project, local, subdirectory), they concatenate rather than overwrite each other.",1570
https://artka.dev/en/courses/claude-code-guide/04-skills/,200,https://artka.dev/en/courses/claude-code-guide/04-skills/,"4. 04. Skills: SKILL.md, scripts, references — Claude Code Guide | artka.dev","Skill is a directory with SKILL.md and optional scripts/references/templates, not a single markdown file. A brief description of the skill goes into each request; the full SKILL.md ""unfolds"" only when the task matches.",1825
https://artka.dev/en/courses/claude-code-guide/05-hooks/,200,https://artka.dev/en/courses/claude-code-guide/05-hooks/,5. 05. Hooks: deterministic control over agent loop — Claude Code Guide | artka.dev,"Hooks are git hooks for Claude Code: points in the lifecycle where the harness is guaranteed to execute your script. In Claude Code v2.1.89 there are 28+ events, exit code 2 blocks model action, JSON response {""action"":""block""} does the same.",1731
https://artka.dev/en/courses/claude-code-guide/06-mcp/,200,https://artka.dev/en/courses/claude-code-guide/06-mcp/,6. 06. MCP Servers — Claude Code Guide | artka.dev,"MCP (Model Context Protocol) — ""USB-C for AI integrations"": write a server once, and it's consumed by Claude Code, Claude Desktop, Cursor, Continue, custom SDK. Three transports (stdio, SSE, HTTP); exports tools, resources, prompts, elicitation.",1847
https://artka.dev/en/courses/claude-code-guide/07-plugins/,200,https://artka.dev/en/courses/claude-code-guide/07-plugins/,7. 07. Plugins: packaging skills + hooks + agents + MCP — Claude Code Guide | artka.dev,"Plugin — npm package for Claude Code: packaging skills, hooks, subagents, slash-commands, and MCP-config into a single versioned entity. Manifest .claude-plugin/plugin.json, installation via /plugin install, marketplaces.",868
https://artka.dev/en/courses/claude-code-guide/08-tool-calls-and-loop/,200,https://artka.dev/en/courses/claude-code-guide/08-tool-calls-and-loop/,8. 08. Tool calls and agent loop under the hood — Claude Code Guide | artka.dev,"Tool call — a fundamental mechanism that transforms an LLM from a chatbot into an agent. The model returns not text, but a tool_use block; the harness executes the call and returns tool_result. Understanding this cycle, you understand 80% of how any AI-agent works.",1120
https://artka.dev/en/courses/claude-code-guide/09-subagents/,200,https://artka.dev/en/courses/claude-code-guide/09-subagents/,9. 09. Subagents: isolated agent cycles — Claude Code Guide | artka.dev,Subagent is a mini-session of Claude Code with its own context and system prompt. Only the final summary is returned to the main context. It saves from context overflow on browse-heavy tasks and causes unexpected bills if launched without restraint.,1779
https://artka.dev/en/courses/claude-code-guide/10-agent-teams/,200,https://artka.dev/en/courses/claude-code-guide/10-agent-teams/,10. 10. Agent Teams (experimental) — Claude Code Guide | artka.dev,"If subagents are ""sent an assistant on a business trip, waited for the result"", then Agent Teams is ""assembled a team of several developers, gave them a task list and they work in parallel""",963
https://artka.dev/en/courses/claude-code-guide/11-models-and-pricing/,200,https://artka.dev/en/courses/claude-code-guide/11-models-and-pricing/,11. 11. Models and pricing — Claude Code Guide | artka.dev,"Model selection is a speed/cost/quality trade-off, not ""always Opus"". Cache reads cost 0.1× input (10× cheaper), output ~5× input. Opus 4.7 has a new tokenizer (+35% tokens on the same texts), on Bedrock/Vertex default aliases are shifted back one version.",1025
https://artka.dev/en/courses/claude-code-guide/12-travel-agent-blueprint/,200,https://artka.dev/en/courses/claude-code-guide/12-travel-agent-blueprint/,12. 12. Travel Agent from Scratch: blueprint — Claude Code Guide | artka.dev,"Bringing it all together. One real project. One monorepo. Specific files, configs, structure. From here on, you copy-paste and adapt.",2408
https://artka.dev/en/courses/claude-code-guide/13-best-practices/,200,https://artka.dev/en/courses/claude-code-guide/13-best-practices/,13. 13. Best practices: daily routine and anti-patterns — Claude Code Guide | artka.dev,"All previous chapters are about mechanics. This one is about discipline. Without it, even a perfect configuration eventually turns into a mess: cache misses, skills get stale, hooks fail silently,",1621
https://artka.dev/en/courses/claude-code-guide/14-claims-verification/,200,https://artka.dev/en/courses/claude-code-guide/14-claims-verification/,14. 14. Verifying Claims from the Original Thread — Claude Code Guide | artka.dev,"This chapter is a line-by-line breakdown of the ~20 points that started the guide preparation. Each claim has been verified against official documentation (`docs.claude.com`, `code.claude.com/docs`),",1832
https://artka.dev/en/now/,200,https://artka.dev/en/now/,Now | artka.dev,"What I'm doing right now — AI Automation in TaxDome, eval systems, retrieval pipelines, and evolution of the blog/personal MCP tools. Updated roughly once a month.",515
https://artka.dev/en/privacy/,200,https://artka.dev/en/privacy/,Privacy | artka.dev,"What artka.dev processes and how analytics, browser settings, comments, and email are handled.",467
https://artka.dev/en/projects/,200,https://artka.dev/en/projects/,Projects | artka.dev,"Portfolio: projects with role, architecture, stack, and results.",97
https://artka.dev/en/projects/astro-blog/,200,https://artka.dev/en/projects/astro-blog/,artka.dev (this blog),"Personal website and blog. Astro 5 SSG + dynamic admin panel, bilingual RU/EN, Mermaid and LaTeX rendering at build-time, complete JSON-LD graph markup.",261
https://artka.dev/en/projects/claude-code-guide/,200,https://artka.dev/en/projects/claude-code-guide/,"Claude Code Guide (EN, 14 parts) | artka.dev","A series of fourteen articles on Claude Code architecture: harness/agent loop, context, skills, hooks, MCP, subagents, models, and antipatterns.",168
https://artka.dev/en/tags/,200,https://artka.dev/en/tags/,Topics | artka.dev,All tags that catalog blog articles.,37
https://artka.dev/en/tags/ai/,200,https://artka.dev/en/tags/ai/,Tag: ai | artka.dev,All blog articles with tag «ai».,111
https://artka.dev/en/tags/astro/,200,https://artka.dev/en/tags/astro/,Tag: astro | artka.dev,All blog articles with tag «astro».,93
https://artka.dev/en/tags/seo/,200,https://artka.dev/en/tags/seo/,Tag: SEO | artka.dev,All blog articles with tag «SEO».,92
https://artka.dev/en/uses/,200,https://artka.dev/en/uses/,What I Use | artka.dev,"Public toolkit: editor, backend, infra, observability, AI tooling.",705
https://artka.dev/now/,200,https://artka.dev/now/,Сейчас | artka.dev,"Что я делаю прямо сейчас — AI Automation в TaxDome, eval-системы, retrieval-пайплайны и evolution блога/личных MCP-инструментов. Обновляется примерно раз в месяц.",464
https://artka.dev/privacy/,200,https://artka.dev/privacy/,Конфиденциальность | artka.dev,"Какие данные обрабатывает artka.dev, как используются аналитика, локальные настройки, комментарии и email.",395
https://artka.dev/projects/,200,https://artka.dev/projects/,Проекты | artka.dev,"Портфолио: проекты с ролью, архитектурой, стеком и результатами.",95
https://artka.dev/projects/astro-blog/,200,https://artka.dev/projects/astro-blog/,artka.dev (этот блог),"Личный сайт и блог. Astro 5 SSG + динамическая админка, билингв RU/EN, рендер Mermaid и LaTeX на build-time, полная JSON-LD граф-разметка.",229
https://artka.dev/projects/claude-code-guide/,200,https://artka.dev/projects/claude-code-guide/,"Claude Code Guide (RU, 14 частей) | artka.dev","Серия из четырнадцати статей про устройство Claude Code: harness/agent loop, context, skills, hooks, MCP, subagents, модели и антипаттерны.",147
https://artka.dev/tags/,200,https://artka.dev/tags/,Темы | artka.dev,"Все теги, по которым каталогизированы статьи блога.",37
https://artka.dev/tags/ai/,200,https://artka.dev/tags/ai/,Тег: ai | artka.dev,Все статьи блога с тегом «ai».,107
https://artka.dev/tags/astro/,200,https://artka.dev/tags/astro/,Тег: astro | artka.dev,Все статьи блога с тегом «astro».,85
https://artka.dev/tags/seo/,200,https://artka.dev/tags/seo/,Тег: seo | artka.dev,Все статьи блога с тегом «seo».,90
https://artka.dev/uses/,200,https://artka.dev/uses/,Что я использую | artka.dev,"Public toolkit: editor, backend, infra, observability, AI tooling.",651
